Hostname,OS,Version,Software,IP Address,Asset Tag,Owner,Environment,Location,Lifecycle Status,Patch Level,Last Scanned,Criticality,Business Service,Installed Software,Security Agent Status,Backup Status,Running Services,Normalized OS,Normalized Software
cloud-server-647,Windows Server,2019,Redis,172.16.3.140,SYS-001523,user20@example.com,Dev,Azure,Maintenance,2025-04-07,2025-04-18,Medium,Web Portal,"Nessus, Java, CrowdStrike",Offline,Success (Last: 2025-04-18),"CrowdStrikeSensor, Ansible, Docker",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, REDIS"
cloud-server-648,Windows Server,2019,IIS,172.16.3.141,SYS-001524,user80@example.com,Dev,Azure,Maintenance,2025-04-02,2025-04-21,Low,Web Portal,".NET, Java, Node.js",Online,Success (Last: 2025-04-18),"Docker, MSSQL, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, DOCKER, IIS, JAVA, NODE.JS"
cloud-server-649,Windows Server,2019,SQL Server,172.16.3.142,SYS-001525,user34@example.com,Production,Azure,Maintenance,2025-04-11,2025-04-21,High,Billing,"Java, .NET, Node.js",Offline,Success (Last: 2025-04-19),"Docker, CrowdStrikeSensor, Puppet",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, NODE.JS, SQL SERVER"
cloud-server-650,Linux Server,RHEL 8,Docker,172.16.3.143,SYS-001526,user3@example.com,QA,Azure,Maintenance,2025-04-14,2025-04-17,Medium,HRMS,"Tenable, Nessus, Node.js",Offline,Success (Last: 2025-04-20),"CrowdStrikeSensor, W3SVC, Ansible",Cross-platform,"CROWDSTRIKE, DOCKER, NODE.JS"
cloud-server-651,Windows Server,2022,Redis,172.16.3.144,SYS-001527,user93@example.com,Dev,AWS,In Use,2025-03-30,2025-04-16,Medium,HRMS,"Tenable, .NET, Node.js",Offline,Success (Last: 2025-04-17),"W3SVC, MSSQL, Docker",Windows Server,".NET, DOCKER, NODE.JS, REDIS"
cloud-server-652,Linux Server,Ubuntu 20.04,Tomcat,172.16.3.145,SYS-001528,user36@example.com,Dev,Azure,Maintenance,2025-04-09,2025-04-15,Low,Billing,"Node.js, Tenable, .NET",Online,Success (Last: 2025-04-19),"W3SVC, MSSQL, Puppet",Windows Server,".NET, NODE.JS, TOMCAT"
cloud-server-653,Linux Server,RHEL 8,Tomcat,172.16.3.146,SYS-001529,user16@example.com,Dev,AWS,Maintenance,2025-04-18,2025-04-18,High,HRMS,"CrowdStrike, Tenable, Nessus",Online,Success (Last: 2025-04-21),"Ansible, Puppet, MSSQL",Cross-platform,"CROWDSTRIKE, TOMCAT"
cloud-server-654,Linux Server,Ubuntu 20.04,Node.js,172.16.3.147,SYS-001530,user15@example.com,Production,AWS,Maintenance,2025-04-05,2025-04-16,Medium,HRMS,".NET, Tenable, Node.js",Online,Success (Last: 2025-04-18),"Puppet, W3SVC, Docker",Windows Server,".NET, DOCKER, NODE.JS"
cloud-server-655,Windows Server,2019,SQL Server,172.16.3.148,SYS-001531,user15@example.com,Production,Azure,In Use,2025-04-21,2025-04-16,Medium,Analytics,"Java, CrowdStrike, .NET",Online,Success (Last: 2025-04-18),"CrowdStrikeSensor, Ansible, Puppet",Windows Server,".NET, CROWDSTRIKE, JAVA, SQL SERVER"
cloud-server-656,Windows Server,2022,Nginx,172.16.3.149,SYS-001532,user80@example.com,Dev,Azure,Maintenance,2025-04-03,2025-04-19,Medium,ERP,"Java, CrowdStrike, .NET",Offline,Success (Last: 2025-04-16),"MSSQL, Ansible, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, JAVA, NGINX"
cloud-server-657,Linux Server,Ubuntu 20.04,Docker,172.16.3.150,SYS-001533,user70@example.com,QA,Azure,Maintenance,2025-03-30,2025-04-21,Low,Web Portal,".NET, Node.js, CrowdStrike",Offline,Success (Last: 2025-04-16),"MSSQL, Puppet, Ansible",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS"
cloud-server-658,Windows Server,2022,Docker,172.16.3.151,SYS-001534,user66@example.com,Production,AWS,In Use,2025-03-28,2025-04-19,Medium,Billing,"Tenable, Nessus, Node.js",Offline,Success (Last: 2025-04-20),"Puppet, Docker, W3SVC",Linux Server,"DOCKER, NODE.JS"
cloud-server-659,Windows Server,2022,Redis,172.16.3.152,SYS-001535,user71@example.com,Dev,AWS,Maintenance,2025-04-15,2025-04-16,Medium,Analytics,"Nessus, Node.js, .NET",Online,Success (Last: 2025-04-18),"MSSQL, Puppet, Ansible",Windows Server,".NET, NODE.JS, REDIS"
cloud-server-660,Linux Server,Debian 11,Apache,172.16.3.153,SYS-001536,user29@example.com,Production,Azure,In Use,2025-04-05,2025-04-21,Medium,ERP,"Node.js, Tenable, Nessus",Offline,Success (Last: 2025-04-21),"CrowdStrikeSensor, MSSQL, Docker",Cross-platform,"APACHE, CROWDSTRIKE, DOCKER, NODE.JS"
cloud-server-661,Windows Server,2022,Tomcat,172.16.3.154,SYS-001537,user3@example.com,QA,Azure,Maintenance,2025-03-24,2025-04-18,Low,Analytics,".NET, Tenable, Nessus",Offline,Success (Last: 2025-04-17),"CrowdStrikeSensor, W3SVC, MSSQL",Windows Server,".NET, CROWDSTRIKE, TOMCAT"
cloud-server-662,Linux Server,Ubuntu 20.04,Redis,172.16.3.155,SYS-001538,user18@example.com,Production,Azure,In Use,2025-04-08,2025-04-19,Medium,HRMS,"Java, .NET, Tenable",Offline,Success (Last: 2025-04-19),"Ansible, MSSQL, W3SVC",Windows Server,".NET, JAVA, REDIS"
cloud-server-663,Linux Server,RHEL 8,Tomcat,172.16.3.156,SYS-001539,user84@example.com,QA,Azure,In Use,2025-04-04,2025-04-16,Medium,Analytics,"Node.js, Nessus, Java",Online,Success (Last: 2025-04-17),"Puppet, MSSQL, Docker",Linux Server,"DOCKER, JAVA, NODE.JS, TOMCAT"
cloud-server-664,Linux Server,Ubuntu 20.04,Redis,172.16.3.157,SYS-001540,user21@example.com,Dev,AWS,In Use,2025-04-13,2025-04-18,High,Billing,".NET, Tenable, Java",Offline,Success (Last: 2025-04-18),"Docker, CrowdStrikeSensor, MSSQL",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, REDIS"
cloud-server-665,Windows Server,2019,Node.js,172.16.3.158,SYS-001541,user3@example.com,Dev,Azure,Maintenance,2025-03-23,2025-04-14,Low,Analytics,".NET, Tenable, CrowdStrike",Online,Success (Last: 2025-04-16),"Puppet, Docker, Ansible",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS"
cloud-server-666,Windows Server,2019,Docker,172.16.3.159,SYS-001542,user94@example.com,Dev,Azure,In Use,2025-04-14,2025-04-20,Low,ERP,"Node.js, Java, CrowdStrike",Offline,Success (Last: 2025-04-20),"Docker, MSSQL, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
cloud-server-667,Windows Server,2022,Tomcat,172.16.3.160,SYS-001543,user17@example.com,QA,Azure,In Use,2025-03-27,2025-04-17,Medium,HRMS,"Node.js, .NET, Tenable",Online,Success (Last: 2025-04-18),"Puppet, CrowdStrikeSensor, W3SVC",Windows Server,".NET, CROWDSTRIKE, NODE.JS, TOMCAT"
cloud-server-668,Linux Server,Ubuntu 20.04,IIS,172.16.3.161,SYS-001544,user99@example.com,Dev,Azure,In Use,2025-04-21,2025-04-18,Low,ERP,"CrowdStrike, .NET, Node.js",Offline,Success (Last: 2025-04-17),"W3SVC, CrowdStrikeSensor, Puppet",Windows Server,".NET, CROWDSTRIKE, IIS, NODE.JS"
cloud-server-669,Linux Server,RHEL 8,SQL Server,172.16.3.162,SYS-001545,user35@example.com,Production,Azure,In Use,2025-03-26,2025-04-14,Low,ERP,"Nessus, Java, Tenable",Online,Success (Last: 2025-04-19),"CrowdStrikeSensor, Puppet, Docker",Windows Server,"CROWDSTRIKE, DOCKER, JAVA, SQL SERVER"
cloud-server-670,Windows Server,2019,IIS,172.16.3.163,SYS-001546,user1@example.com,Dev,Azure,Maintenance,2025-04-12,2025-04-21,Medium,Billing,"Nessus, .NET, Tenable",Online,Success (Last: 2025-04-21),"Ansible, CrowdStrikeSensor, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, IIS"
cloud-server-671,Linux Server,RHEL 8,Node.js,172.16.3.164,SYS-001547,user33@example.com,Production,AWS,Maintenance,2025-03-27,2025-04-16,High,Analytics,"Java, CrowdStrike, Tenable",Offline,Success (Last: 2025-04-17),"Docker, Ansible, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
cloud-server-672,Linux Server,Ubuntu 20.04,Node.js,172.16.3.165,SYS-001548,user80@example.com,Production,Azure,Maintenance,2025-04-06,2025-04-20,High,Web Portal,"CrowdStrike, Node.js, Tenable",Online,Success (Last: 2025-04-21),"CrowdStrikeSensor, Docker, W3SVC",Cross-platform,"CROWDSTRIKE, DOCKER, NODE.JS"
cloud-server-673,Windows Server,2022,Apache,172.16.3.166,SYS-001549,user99@example.com,QA,Azure,In Use,2025-04-07,2025-04-15,High,Analytics,"CrowdStrike, Tenable, Java",Online,Success (Last: 2025-04-20),"Puppet, Ansible, MSSQL",Cross-platform,"APACHE, CROWDSTRIKE, JAVA"
cloud-server-674,Linux Server,RHEL 8,Nginx,172.16.3.167,SYS-001550,user69@example.com,QA,AWS,Maintenance,2025-03-24,2025-04-15,Medium,Web Portal,"CrowdStrike, Java, Tenable",Online,Success (Last: 2025-04-16),"CrowdStrikeSensor, W3SVC, Ansible",Cross-platform,"CROWDSTRIKE, JAVA, NGINX"
cloud-server-675,Windows Server,2022,Docker,172.16.3.168,SYS-001551,user40@example.com,Production,AWS,Maintenance,2025-04-19,2025-04-14,Low,Analytics,"CrowdStrike, Java, Nessus",Offline,Success (Last: 2025-04-16),"MSSQL, Docker, Ansible",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA"
cloud-server-676,Linux Server,RHEL 8,Redis,172.16.3.169,SYS-001552,user86@example.com,QA,Azure,Maintenance,2025-04-20,2025-04-16,High,HRMS,".NET, Tenable, CrowdStrike",Online,Success (Last: 2025-04-18),"Ansible, Puppet, MSSQL",Windows Server,".NET, CROWDSTRIKE, REDIS"
cloud-server-677,Linux Server,Ubuntu 20.04,IIS,172.16.3.170,SYS-001553,user31@example.com,QA,Azure,Maintenance,2025-04-11,2025-04-19,Low,Analytics,"Java, Node.js, Nessus",Online,Success (Last: 2025-04-19),"W3SVC, CrowdStrikeSensor, Docker",Windows Server,"CROWDSTRIKE, DOCKER, IIS, JAVA, NODE.JS"
cloud-server-678,Windows Server,2019,Apache,172.16.3.171,SYS-001554,user75@example.com,QA,AWS,In Use,2025-04-15,2025-04-15,Low,Analytics,"Nessus, Node.js, Tenable",Offline,Success (Last: 2025-04-17),"CrowdStrikeSensor, Ansible, Puppet",Cross-platform,"APACHE, CROWDSTRIKE, NODE.JS"
cloud-server-679,Linux Server,RHEL 8,Apache,172.16.3.172,SYS-001555,user40@example.com,Dev,AWS,In Use,2025-04-08,2025-04-15,Medium,ERP,"Nessus, Tenable, .NET",Offline,Success (Last: 2025-04-20),"Puppet, W3SVC, Docker",Windows Server,".NET, APACHE, DOCKER"
cloud-server-680,Linux Server,Debian 11,Tomcat,172.16.3.173,SYS-001556,user99@example.com,QA,Azure,Maintenance,2025-04-19,2025-04-20,Medium,Web Portal,"CrowdStrike, Java, Nessus",Offline,Success (Last: 2025-04-16),"Ansible, MSSQL, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, JAVA, TOMCAT"
cloud-server-681,Linux Server,Debian 11,Docker,172.16.3.174,SYS-001557,user17@example.com,QA,AWS,Maintenance,2025-04-08,2025-04-14,High,Web Portal,".NET, CrowdStrike, Java",Offline,Success (Last: 2025-04-19),"Docker, Puppet, Ansible",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA"
cloud-server-682,Linux Server,RHEL 8,Nginx,172.16.3.175,SYS-001558,user64@example.com,QA,AWS,Maintenance,2025-04-04,2025-04-14,High,HRMS,"Nessus, Tenable, CrowdStrike",Online,Success (Last: 2025-04-18),"CrowdStrikeSensor, Ansible, MSSQL",Cross-platform,"CROWDSTRIKE, NGINX"
cloud-server-683,Linux Server,RHEL 8,Redis,172.16.3.176,SYS-001559,user3@example.com,Dev,AWS,Maintenance,2025-04-11,2025-04-19,Low,Billing,"Java, .NET, Nessus",Offline,Success (Last: 2025-04-21),"Docker, Ansible, W3SVC",Windows Server,".NET, DOCKER, JAVA, REDIS"
cloud-server-684,Linux Server,Debian 11,Docker,172.16.3.177,SYS-001560,user30@example.com,Production,Azure,In Use,2025-04-04,2025-04-18,Low,Web Portal,"Tenable, Nessus, Node.js",Online,Success (Last: 2025-04-16),"MSSQL, Puppet, Docker",Linux Server,"DOCKER, NODE.JS"
cloud-server-685,Linux Server,RHEL 8,Node.js,172.16.3.178,SYS-001561,user24@example.com,Dev,AWS,In Use,2025-03-29,2025-04-16,High,Web Portal,"Node.js, CrowdStrike, Nessus",Offline,Success (Last: 2025-04-19),"MSSQL, Puppet, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, NODE.JS"
cloud-server-686,Linux Server,Debian 11,Nginx,172.16.3.179,SYS-001562,user99@example.com,Dev,Azure,Maintenance,2025-04-09,2025-04-20,High,ERP,"Nessus, CrowdStrike, Java",Online,Success (Last: 2025-04-16),"Puppet, MSSQL, W3SVC",Cross-platform,"CROWDSTRIKE, JAVA, NGINX"
cloud-server-687,Linux Server,Debian 11,Apache,172.16.3.180,SYS-001563,user29@example.com,Dev,Azure,In Use,2025-04-21,2025-04-20,Medium,Web Portal,"Tenable, CrowdStrike, Nessus",Offline,Success (Last: 2025-04-19),"MSSQL, CrowdStrikeSensor, Puppet",Cross-platform,"APACHE, CROWDSTRIKE"
cloud-server-688,Windows Server,2022,Docker,172.16.3.181,SYS-001564,user73@example.com,QA,AWS,Maintenance,2025-03-31,2025-04-15,Medium,ERP,".NET, Nessus, CrowdStrike",Online,Success (Last: 2025-04-17),"CrowdStrikeSensor, MSSQL, Ansible",Windows Server,".NET, CROWDSTRIKE, DOCKER"
cloud-server-689,Windows Server,2022,SQL Server,172.16.3.182,SYS-001565,user32@example.com,QA,AWS,Maintenance,2025-04-17,2025-04-19,Medium,HRMS,"Java, Node.js, .NET",Online,Success (Last: 2025-04-17),"Ansible, Docker, W3SVC",Windows Server,".NET, DOCKER, JAVA, NODE.JS, SQL SERVER"
cloud-server-690,Linux Server,Ubuntu 20.04,Apache,172.16.3.183,SYS-001566,user84@example.com,Production,AWS,In Use,2025-03-30,2025-04-20,Medium,HRMS,"Java, Nessus, .NET",Online,Success (Last: 2025-04-21),"MSSQL, Puppet, Docker",Windows Server,".NET, APACHE, DOCKER, JAVA"
cloud-server-691,Linux Server,Ubuntu 20.04,Node.js,172.16.3.184,SYS-001567,user26@example.com,Production,Azure,Maintenance,2025-03-28,2025-04-17,Low,Billing,"Java, Tenable, Node.js",Online,Success (Last: 2025-04-20),"CrowdStrikeSensor, Docker, Ansible",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
cloud-server-692,Linux Server,Debian 11,Docker,172.16.3.185,SYS-001568,user53@example.com,QA,Azure,Maintenance,2025-03-27,2025-04-21,Low,Billing,"CrowdStrike, Java, Tenable",Offline,Success (Last: 2025-04-17),"MSSQL, CrowdStrikeSensor, Ansible",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA"
cloud-server-693,Linux Server,Ubuntu 20.04,Docker,172.16.3.186,SYS-001569,user43@example.com,Production,Azure,Maintenance,2025-04-14,2025-04-21,High,ERP,".NET, Nessus, CrowdStrike",Online,Success (Last: 2025-04-21),"Puppet, MSSQL, Ansible",Windows Server,".NET, CROWDSTRIKE, DOCKER"
cloud-server-694,Windows Server,2022,Apache,172.16.3.187,SYS-001570,user99@example.com,QA,Azure,In Use,2025-04-08,2025-04-16,Low,ERP,".NET, Nessus, Java",Online,Success (Last: 2025-04-17),"MSSQL, W3SVC, CrowdStrikeSensor",Windows Server,".NET, APACHE, CROWDSTRIKE, JAVA"
cloud-server-695,Windows Server,2022,Apache,172.16.3.188,SYS-001571,user47@example.com,Production,AWS,Maintenance,2025-03-27,2025-04-15,Low,Web Portal,"Nessus, Java, CrowdStrike",Offline,Success (Last: 2025-04-18),"Ansible, CrowdStrikeSensor, Puppet",Cross-platform,"APACHE, CROWDSTRIKE, JAVA"
cloud-server-696,Windows Server,2019,IIS,172.16.3.189,SYS-001572,user98@example.com,Dev,AWS,In Use,2025-03-27,2025-04-19,Medium,HRMS,".NET, Node.js, Java",Online,Success (Last: 2025-04-16),"CrowdStrikeSensor, MSSQL, Puppet",Windows Server,".NET, CROWDSTRIKE, IIS, JAVA, NODE.JS"
cloud-server-697,Linux Server,RHEL 8,Apache,172.16.3.190,SYS-001573,user88@example.com,Production,Azure,Maintenance,2025-03-27,2025-04-17,Medium,Billing,"Node.js, CrowdStrike, Tenable",Online,Success (Last: 2025-04-21),"Ansible, Puppet, MSSQL",Cross-platform,"APACHE, CROWDSTRIKE, NODE.JS"
cloud-server-698,Windows Server,2019,IIS,172.16.3.191,SYS-001574,user72@example.com,Production,AWS,In Use,2025-04-12,2025-04-21,Low,Analytics,"Java, Nessus, Node.js",Online,Success (Last: 2025-04-16),"Puppet, CrowdStrikeSensor, Docker",Windows Server,"CROWDSTRIKE, DOCKER, IIS, JAVA, NODE.JS"
cloud-server-699,Windows Server,2019,Docker,172.16.3.192,SYS-001575,user19@example.com,QA,Azure,Maintenance,2025-03-27,2025-04-18,Low,Analytics,"CrowdStrike, Java, Node.js",Online,Success (Last: 2025-04-16),"MSSQL, W3SVC, Puppet",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
cloud-server-700,Windows Server,2022,Node.js,172.16.3.193,SYS-001576,user89@example.com,QA,AWS,Maintenance,2025-03-22,2025-04-18,Low,HRMS,"Nessus, Node.js, .NET",Online,Success (Last: 2025-04-18),"CrowdStrikeSensor, Ansible, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS"
cloud-server-701,Windows Server,2019,Apache,172.16.3.194,SYS-001577,user39@example.com,QA,AWS,Maintenance,2025-04-14,2025-04-20,Medium,Analytics,"Java, Tenable, CrowdStrike",Online,Success (Last: 2025-04-19),"W3SVC, MSSQL, CrowdStrikeSensor",Cross-platform,"APACHE, CROWDSTRIKE, JAVA"
cloud-server-702,Windows Server,2022,IIS,172.16.3.195,SYS-001578,user71@example.com,Dev,AWS,In Use,2025-04-05,2025-04-14,Low,Analytics,"Node.js, CrowdStrike, Tenable",Offline,Success (Last: 2025-04-16),"MSSQL, CrowdStrikeSensor, Ansible",Windows Server,"CROWDSTRIKE, IIS, NODE.JS"
cloud-server-703,Windows Server,2022,Node.js,172.16.3.196,SYS-001579,user100@example.com,QA,Azure,In Use,2025-04-06,2025-04-17,Low,ERP,"Nessus, .NET, CrowdStrike",Offline,Success (Last: 2025-04-18),"W3SVC, Docker, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS"
cloud-server-704,Linux Server,Ubuntu 20.04,SQL Server,172.16.3.197,SYS-001580,user4@example.com,Production,AWS,Maintenance,2025-04-11,2025-04-18,Medium,Analytics,"Java, .NET, Node.js",Offline,Success (Last: 2025-04-21),"Puppet, W3SVC, MSSQL",Windows Server,".NET, JAVA, NODE.JS, SQL SERVER"
cloud-server-705,Linux Server,Debian 11,Nginx,172.16.3.198,SYS-001581,user50@example.com,QA,Azure,In Use,2025-04-10,2025-04-15,High,ERP,"Node.js, Nessus, Java",Offline,Success (Last: 2025-04-16),"MSSQL, Puppet, W3SVC",Linux Server,"JAVA, NGINX, NODE.JS"
cloud-server-706,Windows Server,2019,IIS,172.16.3.199,SYS-001582,user69@example.com,QA,Azure,Maintenance,2025-04-06,2025-04-15,Low,Analytics,"Nessus, Node.js, Java",Offline,Success (Last: 2025-04-17),"CrowdStrikeSensor, Ansible, Puppet",Windows Server,"CROWDSTRIKE, IIS, JAVA, NODE.JS"
cloud-server-707,Windows Server,2019,Docker,172.16.3.200,SYS-001583,user17@example.com,QA,Azure,In Use,2025-04-04,2025-04-21,High,Billing,"Nessus, .NET, Java",Online,Success (Last: 2025-04-20),"Docker, W3SVC, Ansible",Windows Server,".NET, DOCKER, JAVA"
cloud-server-708,Windows Server,2019,IIS,172.16.3.201,SYS-001584,user55@example.com,Dev,Azure,In Use,2025-04-10,2025-04-15,Medium,Web Portal,".NET, Tenable, CrowdStrike",Offline,Success (Last: 2025-04-18),"MSSQL, Puppet, Ansible",Windows Server,".NET, CROWDSTRIKE, IIS"
cloud-server-709,Windows Server,2019,Docker,172.16.3.202,SYS-001585,user59@example.com,QA,AWS,Maintenance,2025-04-13,2025-04-16,Low,ERP,"Nessus, CrowdStrike, Java",Offline,Success (Last: 2025-04-19),"Ansible, MSSQL, Puppet",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA"
cloud-server-710,Linux Server,RHEL 8,IIS,172.16.3.203,SYS-001586,user35@example.com,QA,AWS,In Use,2025-04-01,2025-04-20,Medium,Web Portal,"CrowdStrike, Java, Tenable",Offline,Success (Last: 2025-04-18),"Ansible, Docker, W3SVC",Windows Server,"CROWDSTRIKE, DOCKER, IIS, JAVA"
cloud-server-711,Linux Server,RHEL 8,Apache,172.16.3.204,SYS-001587,user53@example.com,Dev,Azure,Maintenance,2025-04-03,2025-04-17,Low,Analytics,"Node.js, Tenable, Nessus",Online,Success (Last: 2025-04-17),"Puppet, Ansible, Docker",Linux Server,"APACHE, DOCKER, NODE.JS"
cloud-server-712,Windows Server,2019,IIS,172.16.3.205,SYS-001588,user82@example.com,QA,Azure,In Use,2025-04-15,2025-04-16,High,Analytics,".NET, Node.js, CrowdStrike",Offline,Success (Last: 2025-04-20),"CrowdStrikeSensor, W3SVC, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, IIS, NODE.JS"
cloud-server-713,Linux Server,Debian 11,Node.js,172.16.3.206,SYS-001589,user88@example.com,Dev,Azure,In Use,2025-04-07,2025-04-17,Medium,Web Portal,"Nessus, Java, Node.js",Offline,Success (Last: 2025-04-18),"CrowdStrikeSensor, Docker, Puppet",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
cloud-server-714,Linux Server,Ubuntu 20.04,Docker,172.16.3.207,SYS-001590,user10@example.com,QA,Azure,In Use,2025-04-21,2025-04-15,Low,Web Portal,"Java, .NET, Node.js",Offline,Success (Last: 2025-04-20),"Puppet, Docker, MSSQL",Windows Server,".NET, DOCKER, JAVA, NODE.JS"
cloud-server-715,Linux Server,Debian 11,IIS,172.16.3.208,SYS-001591,user43@example.com,Dev,AWS,Maintenance,2025-03-28,2025-04-18,High,Billing,"Node.js, .NET, CrowdStrike",Offline,Success (Last: 2025-04-18),"Docker, Puppet, Ansible",Windows Server,".NET, CROWDSTRIKE, DOCKER, IIS, NODE.JS"
cloud-server-716,Windows Server,2022,IIS,172.16.3.209,SYS-001592,user55@example.com,Dev,Azure,Maintenance,2025-03-30,2025-04-15,Low,Analytics,"Node.js, .NET, Tenable",Offline,Success (Last: 2025-04-17),"MSSQL, Ansible, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, IIS, NODE.JS"
cloud-server-717,Linux Server,Debian 11,Docker,172.16.3.210,SYS-001593,user9@example.com,Production,AWS,In Use,2025-04-02,2025-04-17,Medium,Analytics,"Tenable, Java, .NET",Online,Success (Last: 2025-04-17),"Docker, MSSQL, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA"
cloud-server-718,Windows Server,2022,Nginx,172.16.3.211,SYS-001594,user3@example.com,QA,AWS,Maintenance,2025-03-29,2025-04-19,Medium,ERP,"Nessus, Tenable, Java",Online,Success (Last: 2025-04-18),"Ansible, CrowdStrikeSensor, Docker",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NGINX"
cloud-server-719,Windows Server,2022,SQL Server,172.16.3.212,SYS-001595,user18@example.com,Production,Azure,Maintenance,2025-04-19,2025-04-17,Medium,Billing,"Node.js, Nessus, CrowdStrike",Offline,Success (Last: 2025-04-20),"W3SVC, MSSQL, Ansible",Windows Server,"CROWDSTRIKE, NODE.JS, SQL SERVER"
cloud-server-720,Linux Server,RHEL 8,Nginx,172.16.3.213,SYS-001596,user28@example.com,QA,AWS,Maintenance,2025-04-17,2025-04-20,Medium,HRMS,"Nessus, Node.js, Tenable",Offline,Success (Last: 2025-04-16),"Puppet, CrowdStrikeSensor, Docker",Cross-platform,"CROWDSTRIKE, DOCKER, NGINX, NODE.JS"
cloud-server-721,Windows Server,2019,SQL Server,172.16.3.214,SYS-001597,user71@example.com,QA,AWS,In Use,2025-03-30,2025-04-17,High,Billing,"Java, CrowdStrike, Nessus",Offline,Success (Last: 2025-04-20),"Ansible, MSSQL, CrowdStrikeSensor",Windows Server,"CROWDSTRIKE, JAVA, SQL SERVER"
cloud-server-722,Windows Server,2019,Nginx,172.16.3.215,SYS-001598,user16@example.com,QA,Azure,In Use,2025-03-28,2025-04-18,High,ERP,"Java, Nessus, Tenable",Online,Success (Last: 2025-04-16),"W3SVC, Puppet, Docker",Linux Server,"DOCKER, JAVA, NGINX"
cloud-server-723,Windows Server,2019,Tomcat,172.16.3.216,SYS-001599,user68@example.com,Production,Azure,Maintenance,2025-04-12,2025-04-17,High,ERP,"Nessus, CrowdStrike, Tenable",Offline,Success (Last: 2025-04-17),"CrowdStrikeSensor, Puppet, W3SVC",Cross-platform,"CROWDSTRIKE, TOMCAT"
